0	0	0.01786	0.01793	0.01786	0.01786	0.01786	0.01786	0.01786	6.12860	748.12420	0.02065	0.01786	0.01786	12.30891	0.01786	0.01786	0.01786	40.22020	0.02152	0.01786	0.02196	0.20974	267.39657	1.35804	1.63286	0.01786	0.20999	0.05366	0.01786	343.24805	0.01786	0.01786	103.29007	16.29816	1.03377	0.01786	256.96870	0.01910	0.02747	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	5.94636	0.01786	0.01786	0.01786	0.35106	0.01786	0.02100	0.01786
1	1	0.01786	0.01845	0.01786	0.01786	0.01788	0.01786	0.01786	0.25550	875.24737	0.01786	0.01786	0.01786	28.15650	0.01786	0.01786	0.01786	1.90374	0.01786	0.01786	0.01786	0.02025	206.49427	0.01786	0.09154	0.01786	0.05638	0.02777	0.01786	302.86896	0.01786	0.01786	317.25221	2.35024	0.07365	0.01993	69.73807	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.22057	0.01786	0.02601	0.01786
2	10	0.01786	0.13934	0.01786	0.01786	0.29408	0.01786	0.01786	1.47045	108.17156	0.01844	0.01786	0.01870	8.64321	0.01786	0.01808	0.01786	7.74721	0.02056	0.01786	0.01794	1.56954	641.19178	0.01786	0.16693	0.01786	0.05656	0.03578	0.01786	217.83328	0.01792	0.01786	425.72277	0.01786	0.12504	0.01786	390.77203	0.02266	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.77038	0.01786	0.01786	0.01786	0.01930	0.01786	0.08289	0.01786
3	100	0.01786	0.01786	0.01786	0.01786	0.01787	0.01786	0.01786	1.00975	213.61157	0.01786	0.01786	0.01786	10.57527	0.01786	0.01786	0.01786	4.16941	0.01786	0.01786	0.01786	0.17119	298.63403	0.01786	0.12368	0.01786	0.01786	0.06838	0.01786	502.27903	0.01786	0.01786	549.45501	0.12825	0.01786	0.01786	223.29925	0.01787	0.01786	0.01786	0.02143	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	1.18904	0.01786	0.03253	0.01786
4	1000	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	1.15690	488.00654	0.02269	0.01786	0.01786	49.00528	0.01786	0.01786	0.01786	1.33289	0.01786	0.01786	0.01786	0.01969	353.16413	0.01786	1.07115	0.01786	0.02503	0.04983	0.01786	858.42714	0.01786	0.01786	46.16803	2.69587	0.01786	0.01786	3.45144	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.17120	0.01786	0.01791	0.01786
5	1001	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	1.15812	35.69473	0.01902	0.01786	0.01786	17.11018	0.01786	0.01786	0.01786	0.10924	0.02970	0.01786	0.01786	0.42041	49.82563	0.01786	0.35237	0.01786	0.01786	0.01787	0.01786	1372.45291	0.01786	0.01786	20.18091	16.20728	0.01786	0.01786	202.22104	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	88.96846	0.01786	0.01786	0.01786
6	1002	0.01786	0.01793	0.01786	0.01786	0.01786	0.01786	0.01786	1.74844	375.36526	0.01918	0.01786	0.01786	8.24984	0.01791	0.01786	0.01786	5.41196	0.01786	0.01786	0.01786	0.03903	712.47430	0.01969	1.25888	0.01786	0.01967	0.02730	0.01786	401.49388	0.01786	0.01786	108.63149	3.28287	0.02575	0.01786	186.71788	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01799	0.01786
7	1003	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	3.56536	315.23804	0.01786	0.01786	0.01786	12.62324	0.01786	0.01786	0.01786	1.65402	0.01786	0.01786	0.01786	0.01786	848.87525	0.01809	0.20268	0.01786	0.01786	0.01818	0.01786	366.05484	0.01786	0.01786	104.11723	0.01810	0.01786	0.01808	152.32271	0.01807	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.02116	0.01786	0.02066	0.01786
8	1004	0.01786	0.01786	0.01786	0.01786	0.01787	0.01786	0.01786	0.77313	1048.49944	0.01786	0.01786	0.01786	17.81014	0.01786	0.01786	0.01786	1.88776	0.12939	0.01786	0.01786	0.02346	97.03057	0.01786	1.87161	0.01786	0.01786	0.49848	0.01786	133.74947	0.01786	0.01786	249.53178	0.75854	0.03030	0.01786	107.33627	0.02106	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	140.60081	0.01786	0.01786	0.01786	4.24397	0.01786	0.02524	0.01786
9	1005	0.01786	0.01786	0.01786	0.01786	0.01788	0.01786	0.01786	0.91866	1122.32375	0.01786	0.01786	0.01786	15.79547	0.01786	0.01786	0.01786	1.44783	0.09789	0.01786	0.01786	0.01975	57.06684	0.01786	1.42209	0.01786	0.01786	0.56469	0.01786	165.99133	0.01786	0.01786	188.65452	0.70273	0.02448	0.01786	107.92790	0.02126	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	139.82255	0.01786	0.01786	0.01786	1.99128	0.01786	0.02839	0.01786
10	1006	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	19.47123	1158.86464	0.01788	0.01786	0.01786	5.38622	0.01786	0.01786	0.01786	0.53854	0.01786	0.01786	0.01786	0.03802	83.70894	0.01786	2.18850	0.01786	0.01786	0.03444	0.01786	205.41100	0.01786	0.01786	105.71582	18.53068	0.01786	0.01786	150.93875	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	51.85992	0.01786	0.01786	0.01786	2.06320	0.01786	0.01793	0.01786
11	1007	0.01786	0.01787	0.01786	0.01786	0.01786	0.01786	0.01786	0.53063	959.32818	0.01806	0.01790	0.01786	12.77878	0.01786	0.01786	0.01786	2.19130	0.01791	0.01786	0.01786	1.09816	127.42601	0.01786	5.63395	0.01786	0.01787	0.02914	0.01786	110.43078	0.01786	0.01786	82.90978	14.81363	0.01786	0.01786	386.10622	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	59.49570	0.01786	0.01786	0.01786	41.97689	0.01786	0.01838	0.01786
12	1008	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	103.58794	43.27575	0.01786	0.01786	0.01786	12.08027	0.01786	0.01786	0.01786	15.86726	0.01786	0.01786	0.01786	2.38986	14.81916	0.01786	0.01885	0.01786	0.08655	0.01804	0.01786	392.11807	0.01786	0.01786	555.44226	124.31444	0.01789	0.01786	540.68833	0.01923	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.04136	0.01786	0.01833	0.01786
13	1009	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	2.05244	695.14806	0.01794	0.01786	0.01786	44.53861	0.01786	0.01786	0.01786	1.83198	0.01786	0.01786	0.01786	0.29228	176.66307	0.01786	0.60444	0.01786	0.01802	0.03471	0.01786	532.08103	0.01786	0.01786	76.83286	3.46284	0.03565	0.01786	239.51696	0.01814	0.01832	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	31.65080	0.01786	0.02114	0.01786
14	101	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.41574	496.33293	0.01787	0.01786	0.01786	10.75470	0.01786	0.01786	0.01786	7.52679	0.01786	0.01786	0.01786	0.03040	328.89835	0.01786	0.35517	0.01786	0.01973	0.01883	0.01786	476.32176	0.01786	0.01786	120.53446	11.08590	0.01786	0.01786	313.38615	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	39.00534	0.01786	0.01786	0.01786	0.08040	0.01786	0.01906	0.01786
15	1010	0.01786	0.01788	0.01786	0.01786	0.01786	0.01786	0.01786	0.60671	443.61318	0.01786	0.01786	0.01786	50.71621	0.01786	0.01786	0.01786	1.09196	0.01786	0.01786	0.01786	0.10364	501.56461	0.01786	0.31238	0.01786	0.01786	0.01949	0.01786	382.75075	0.01786	0.01786	53.06181	71.47128	0.02010	0.01786	248.49246	0.01786	0.01890	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	50.84213	0.01786	0.01786	0.01786	0.09624	0.01786	0.02171	0.01786
16	1011	0.01786	0.01786	0.01786	0.01814	0.01786	0.01786	0.01786	6.66506	659.19083	0.05744	0.01786	0.01786	45.80264	0.01786	0.01786	0.01786	4.57802	0.01808	0.01786	0.01786	0.26448	280.12407	0.01786	0.94544	0.01786	0.52149	0.61686	0.01786	437.73817	0.01786	0.01786	6.47109	92.82558	0.01786	0.01786	265.72861	0.01819	0.10373	0.01786	0.02903	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	3.13927	0.01786	0.01878	0.01786
17	1012	0.01786	0.01834	0.01786	0.01786	0.01787	0.01786	0.01786	0.61000	697.49397	0.01786	0.01786	0.79206	8.14898	0.01786	0.01786	0.01786	1.46181	0.01786	0.01786	0.01786	0.13782	239.75258	0.01786	1.09790	0.01786	0.02451	0.02482	0.01786	337.39457	0.01786	0.01786	239.25138	1.40191	0.01955	0.01786	276.94795	0.01789	0.01789	0.01786	0.01786	0.01786	0.01786	0.01786	0.02003	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.22302	0.01786	0.01800	0.01786
18	1013	0.01786	0.01786	0.01786	0.01786	0.01901	0.01786	0.01786	6.37419	791.69596	0.02511	0.01786	0.01786	9.77844	0.01786	0.01786	0.01786	0.96420	0.02000	0.01786	0.01832	0.09130	416.18384	0.01790	11.08380	0.01786	0.01786	0.15762	0.01786	94.17864	0.01786	0.01786	472.33411	1.12351	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.13919	0.01786	0.01786	0.01786	0.53324	0.01786	0.10090	0.01786
19	1014	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	5.68341	449.09201	0.01803	0.01786	0.01786	4.13361	0.03294	0.01786	0.01786	0.07975	0.01792	0.01786	0.01786	0.03711	15.89146	0.01786	0.27097	0.01786	0.01787	0.02102	0.01786	9.33402	0.01786	0.01786	26.23215	0.04148	0.01786	0.01786	1293.78596	0.01786	0.02698	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.01786	0.07420	0.01786	0.04840	0.01786
