0	0	0.47463	83.29027	7.35344	0.34828	40.75815	12.42730	37.91743	14.17837	142.74200	20.35207	15.44938	863.34091	82.45706	484.41071
1	1	1.26356	11.57926	11.33299	2.18510	95.44853	7.74656	3.14034	17.81012	38.95715	32.28056	47.34603	761.50002	86.08322	688.82656
2	10	1.40542	33.38562	44.52528	0.91522	95.48236	139.86348	14.16054	4.23719	33.41716	72.00601	5.18586	299.92596	608.16386	452.82602
3	100	0.40429	34.75341	1.05200	1.39424	1.18892	2.01182	0.63956	186.11001	82.85582	15.12794	1.60735	600.02672	117.92392	760.40399
4	1000	32.48448	87.79582	2.23214	0.91043	38.60743	5.70220	4.77011	79.29961	25.91007	5.39801	1.42421	963.85517	129.05397	428.05635
5	1001	4.94157	9.49773	0.07193	3.04926	13.86818	0.10140	0.11757	2.64660	0.97494	0.10649	0.11783	1718.26648	14.14278	37.59724
6	1002	1.17666	18.50543	12.25603	0.68622	10.52289	6.86123	4.58607	6.85355	20.62310	17.18266	2.48826	402.07073	102.51229	1199.17489
7	1003	0.11074	6.30061	1.22443	6.82010	7.59529	0.24989	0.30730	8.23869	7.55551	0.19857	52.34144	1567.15759	12.15009	135.24976
8	1004	3.21376	0.29708	7.45470	0.43811	5.34253	0.81267	230.87500	110.11177	10.63038	0.87608	0.19004	1219.00829	200.19585	16.05375
9	1005	3.63083	0.41359	7.62909	0.42192	6.86856	0.57998	231.46515	100.64778	11.84694	0.97349	0.19468	1213.89950	212.42228	14.50620
10	1006	0.27644	2.58622	1.16153	0.17947	2.98418	0.44632	33.99572	6.39046	11.62958	5.86256	0.96809	833.75813	22.81797	882.44332
11	1007	0.97340	2.63200	0.42843	0.23506	19.83523	1.45521	55.93369	5.87557	4.86578	8.00515	1.01893	938.51754	28.28933	737.43469
12	1008	0.53132	174.53097	0.66165	1.19410	7.33942	1.36900	0.07143	1.48498	83.83012	5.83320	1.37082	401.79347	134.30106	991.18845
13	1009	3.30354	45.92510	15.24809	2.98953	80.07755	7.77611	2.88453	55.53065	6.48502	16.19933	12.81720	1024.82197	72.07391	459.36745
14	101	0.11847	4.36685	0.34421	0.18206	5.92550	0.52825	22.36563	1.73839	2.58635	4.98602	6.27457	972.93181	23.09573	760.05618
15	1010	1.13638	3.24800	1.21443	0.67541	9.04790	1.30361	51.69056	7.34963	4.31012	8.44030	22.55909	858.44013	26.25368	809.83077
16	1011	7.67313	306.66890	0.99289	0.59468	17.56507	5.70985	1.16979	530.43141	28.60023	3.59487	94.92505	272.94012	38.43648	496.19754
17	1012	0.10118	7.55978	1.68359	0.23619	17.50380	1.82891	1.85913	1.51179	11.13899	12.41193	6.58446	1019.68744	67.23725	656.15557
18	1013	137.38461	9.58231	17.10320	0.16203	66.60856	1.66355	14.02191	45.54493	290.14960	0.35480	0.28247	899.43542	105.91185	217.29477
19	1014	0.63896	51.87275	2.27826	0.35380	132.96015	4.48248	5.26809	5.67863	76.08004	7.00007	6.63323	6.91402	9.70371	1495.63582
20	1015	0.44843	9.83991	6.20207	5.19206	25.02702	8.34022	1.11998	13.69965	87.90277	6.35420	1.51249	1341.63623	17.58616	280.63881
21	1016	12.56412	80.20238	0.23873	1.64091	9.31197	12.01504	6.86639	138.48709	87.29709	9.71193	2.09705	681.01703	30.44133	733.60895
22	1017	0.54594	0.30268	0.88609	0.30832	3.84586	0.48807	0.13828	186.96817	44.68978	0.18904	1.43311	445.57279	127.33242	992.79946
23	1018	3.32505	14.41027	4.10716	0.46614	9.22989	1.99154	81.69261	43.93545	124.23276	74.39982	17.53553	1255.43936	56.80968	117.92474
24	1019	0.41659	3.40659	0.23944	0.09193	7.03895	0.78765	16.58018	15.41669	2.89162	3.66847	2.51926	742.41281	38.68544	971.34439
25	102	0.27590	2.22784	0.37138	0.13764	6.47081	0.48559	83.27700	9.39534	11.92766	6.96875	5.52736	1397.83384	28.85122	251.74966
26	1020	0.14052	4.85242	0.10495	0.07687	3.49189	0.22447	6.24269	3.91326	2.72957	1.35220	0.40303	1611.73159	7.25293	162.98360
27	1021	2.45216	38.89696	2.68994	2.33214	14.94537	2.85698	12.22250	4.25503	19.70698	12.72810	2.03623	1080.70601	84.41288	525.25872
28	1022	0.60777	2.18927	0.53935	0.17585	5.17819	1.35901	33.62724	51.91536	4.12159	9.37171	2.69604	927.44433	41.81391	724.46038
29	1023	4.82517	24.08523	4.39734	0.25699	125.47840	2.65879	0.13106	1.40055	33.12979	0.07467	1.33229	313.42907	15.58307	1278.71759
30	1024	0.19734	137.28495	0.73802	0.84760	10.70574	1.03417	0.98954	16.98208	19.01485	26.76212	14.72851	1201.10543	168.61246	206.49719
31	1025	5.17478	11.60122	0.08124	0.23101	9.40863	2.46313	111.80233	19.23643	3.34169	1.84400	2.68535	451.77532	125.38999	1060.46489
32	1026	0.07143	3.73395	9.58008	0.07163	65.39707	22.15225	16.70910	67.55056	33.84894	31.22288	13.19404	0.07143	1541.82517	0.07147
33	1027	0.21647	11.73631	0.25566	0.15360	17.49300	0.92518	20.95470	8.80901	6.44562	4.42929	6.69990	777.22122	50.62144	899.53861
34	1028	0.67541	477.53779	49.83561	7.56325	11.47605	61.46649	2.80085	2.54213	141.07707	112.54651	66.49863	35.67235	48.73964	787.06823
35	1029	10.46484	4.48916	0.29969	11.03008	19.00467	50.74169	4.12960	47.01893	11.50679	1.18062	0.18550	1604.67674	33.72039	7.05130
36	103	0.17338	213.30173	0.62979	1.27428	10.04258	1.29050	0.72238	2.93748	63.72116	29.30679	2.85227	1068.01398	35.99069	375.24299
37	1030	1.80971	29.16621	39.70527	0.07433	24.62774	93.03179	89.12816	22.58007	66.67990	123.77824	550.58050	10.16453	192.87870	561.29485
38	1031	0.22299	18.84179	0.43215	0.21124	2.70973	0.35372	0.25359	11.27256	18.98275	2.29918	13.25339	881.87950	59.36339	795.42402
39	1032	0.15732	33.08495	0.73346	0.27238	30.16297	2.32846	1.08953	4.33052	2.29932	1.37335	0.85399	791.13265	34.98427	902.69682
40	1033	1.14364	8.38924	0.64127	1.26946	5.12237	1.69215	2.72661	34.25118	5.38698	9.35009	13.77381	1484.53519	47.78454	189.43348
41	1034	0.41968	8.17588	0.24945	0.08817	14.04358	0.43643	12.66305	32.80349	0.89976	1.38922	0.67763	897.01393	15.82464	820.81508
42	1035	0.16247	1.61818	0.32446	0.10423	3.52586	0.20152	11.06833	5.04980	5.04822	1.49443	1.85457	937.94628	9.02202	828.07961
43	1036	0.33197	34.71856	0.32898	0.32139	3.93908	0.31771	0.68328	3.90050	15.41188	6.43946	7.17459	1063.52651	53.81865	614.58744
44	1037	0.58864	11.09157	0.16828	0.19595	5.08247	0.97992	31.00335	8.71812	19.45099	5.59936	2.89402	1040.00168	11.11554	668.61011
45	1038	12.36604	41.88810	18.20986	47.61523	47.01365	8.49582	352.77612	70.09253	109.07137	0.63709	1.28193	126.16669	43.63401	926.25157
46	1039	0.14011	0.67570	0.77194	0.07432	4.59687	3.65977	87.37851	11.51467	7.65254	5.09304	1.86715	760.06126	33.79419	888.21994
47	104	0.72599	6.73071	0.98156	0.98772	68.70712	5.35164	1.85076	9.66302	17.59171	56.40504	23.04545	651.23423	106.84171	855.38333
48	1040	0.26545	2.41545	0.39667	0.14902	1.56744	0.49857	0.31664	10.78767	6.90757	1.18234	0.22214	1700.86124	12.94619	66.98362
49	1041	0.18257	1.67424	0.46097	0.12904	2.64619	0.22846	32.55669	13.20886	2.04452	0.81265	1.64655	1477.11435	8.22826	264.56664
50	1042	0.60922	7.95281	0.60604	1.31627	41.64909	10.69782	0.33129	60.55673	15.72754	40.98091	1.15273	776.25134	402.71113	444.95709
51	1043	1.77827	5.21826	0.64161	0.65621	3.92574	2.04264	0.61343	18.59510	10.21000	1.66323	1.11897	75.26264	5.35094	1678.42297
52	1044	1.23992	11.04310	61.69863	0.21139	18.79568	7.35467	54.86583	187.02121	318.20762	25.45076	2.20005	198.23465	155.73550	763.44100
