0	79494.15051	131500.97040
1	872.85911	230.03970
2	9.28844	1.02739
3	405.08246	35.37155
4	415.84313	15.60924
5	654.27690	184.54635
6	322.40106	20.54357
7	6779.70025	2129.21777
8	755.44512	216.55559
9	12939.59968	8905.13188
10	6840.58075	4231.49323
11	4033.28758	809.67598
12	8.46938	1.05441
13	637.28856	254.10382
14	776.06768	187.15536
15	65034.52147	125378.68340
16	201.41125	24.25860
17	174.72507	39.92970
18	122.94473	26.20739
19	15.76534	1.37256
20	738.07827	204.22556
21	601.52878	57.73139
22	24.46260	3.37729
23	28977.74451	42227.14307
24	173.45261	21.00622
25	5303.00310	2260.50149
26	91745.94792	153058.77578
27	7492.07376	3662.96799
