0	0	0.186	0.005	0.000	0.000	0.000	0.000	0.001	0.011	0.000	0.038	0.034	0.000	0.000	0.000	0.003	0.212	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.263	0.001	0.016	0.220	0.007
1	1	0.772	0.000	0.000	0.004	0.000	0.000	0.000	0.002	0.000	0.001	0.031	0.000	0.000	0.000	0.000	0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.070	0.000	0.000	0.000	0.057
2	10	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.002	0.002	0.000	0.000	0.000	0.000	0.000	0.004	0.001	0.000	0.206	0.015	0.000	0.762	0.000
3	100	0.088	0.000	0.000	0.000	0.000	0.016	0.000	0.002	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.009	0.001	0.000	0.000	0.000	0.000	0.020	0.000	0.122	0.000	0.000	0.740	0.000
4	1000	0.037	0.004	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.357	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.374	0.000	0.003	0.193	0.003
5	1001	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.006	0.000	0.000	0.000	0.000	0.000	0.266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.663	0.000
6	1002	0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.001	0.060	0.000	0.000	0.000	0.000	0.443	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.111	0.000	0.061	0.175	0.024
7	1003	0.006	0.000	0.000	0.040	0.000	0.000	0.000	0.002	0.000	0.087	0.032	0.000	0.000	0.000	0.009	0.606	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.121	0.000	0.001	0.094	0.000
8	1004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.000	0.072	0.000	0.000	0.000	0.129	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.238	0.000	0.000	0.523	0.030
9	1005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.008	0.000	0.072	0.000	0.000	0.001	0.145	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.251	0.000	0.001	0.492	0.030
10	1006	0.094	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.009	0.020	0.028	0.000	0.000	0.000	0.155	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.064	0.000	0.000	0.567	0.022
11	1007	0.113	0.000	0.000	0.000	0.000	0.000	0.000	0.060	0.001	0.002	0.007	0.031	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.101	0.000	0.000	0.655	0.003
12	1008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.054	0.000	0.000	0.001	0.000	0.253	0.006	0.000	0.000	0.000	0.001	0.000	0.000	0.001	0.000	0.000	0.586	0.098
13	1009	0.336	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.004	0.006	0.009	0.000	0.000	0.000	0.000	0.234	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.001	0.359	0.034
14	101	0.498	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.033	0.021	0.021	0.000	0.000	0.000	0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.000	0.005	0.322	0.001
15	1010	0.543	0.000	0.000	0.001	0.000	0.001	0.000	0.005	0.000	0.051	0.004	0.026	0.000	0.000	0.002	0.166	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.007	0.130	0.022
16	1011	0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.063	0.000	0.000	0.000	0.000	0.000	0.022	0.000	0.119	0.000	0.000	0.698	0.000
17	1012	0.724	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.009	0.012	0.000	0.000	0.000	0.000	0.100	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.072	0.000	0.032	0.021	0.029
18	1013	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.001	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.962	0.000	0.017	0.000	0.000
19	1014	0.417	0.001	0.000	0.000	0.000	0.000	0.000	0.138	0.000	0.000	0.065	0.000	0.000	0.004	0.000	0.029	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.071	0.000	0.274	0.000	0.001
20	1015	0.249	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.046	0.000	0.000	0.000	0.000	0.000	0.339	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.196	0.000	0.009	0.159	0.000
21	1016	0.243	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.000	0.710	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.003	0.001
22	1017	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.094	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.118	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.128	0.000	0.035	0.603	0.000
23	1018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.099	0.000	0.000	0.000	0.000	0.077	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.709	0.000	0.000	0.022	0.000
24	1019	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.028	0.001	0.009	0.013	0.020	0.000	0.000	0.000	0.093	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.052	0.000	0.001	0.425	0.015
25	102	0.364	0.000	0.000	0.000	0.000	0.000	0.016	0.000	0.000	0.025	0.008	0.024	0.000	0.000	0.000	0.228	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.068	0.000	0.031	0.227	0.009
26	1020	0.259	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.121	0.000	0.008	0.000	0.000	0.000	0.150	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.023	0.394	0.003
27	1021	0.182	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.012	0.001	0.000	0.000	0.000	0.000	0.456	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.000	0.301	0.004
28	1022	0.387	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.003	0.011	0.022	0.000	0.000	0.000	0.122	0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.039	0.000	0.001	0.405	0.002
29	1023	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.297	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.146	0.000	0.000	0.000	0.000	0.032	0.000	0.000	0.254	0.000	0.270	0.000	0.000
30	1024	0.418	0.002	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.294	0.000	0.000	0.000	0.000	0.000	0.011	0.000	0.030	0.000	0.004	0.232	0.001
31	1025	0.041	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.001	0.020	0.012	0.051	0.000	0.000	0.000	0.298	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.097	0.000	0.050	0.420	0.008
32	1026	0.229	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.310	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.217	0.006	0.233	0.000	0.000
33	1027	0.461	0.000	0.000	0.000	0.000	0.001	0.000	0.033	0.000	0.024	0.019	0.020	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.068	0.000	0.002	0.230	0.017
34	1028	0.301	0.001	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.105	0.000	0.000	0.003	0.000	0.578	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.003
